title,company,location,category,salary_min,salary_max,job_type,quality_score,posted_date,application_url,requirements
"Elder Care Assistant","Day Kimball Hospital","Milford, CT","home_health",32176,37867,"part-time",88,"2025-06-15","https://www.glassdoor.com/job-listing/elder-care-assistant-day-kimball-hospital-JV_IC9404572.htm","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Respite Care Provider","Prospect Medical Holdings","White Plains, NY","home_health",34240,44743,"full-time",96,"2025-06-11","https://careers.prospectmedicalholdings.net/opportunities/9259","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Private Duty Nurse","St. Francis Hospital","Middletown, CT","home_health",33159,40677,"contract",83,"2025-06-20","https://jobs.st.francishospital.com/apply/10658","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Home Health Aide","Backus Hospital","Bristol, CT","home_health",38628,45463,"per-diem",97,"2025-06-10","https://www.glassdoor.com/job-listing/home-health-aide-backus-hospital-JV_IC8221676.htm","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Companion Caregiver","Hartford HealthCare","West Haven, CT","home_health",32673,42526,"part-time",94,"2025-06-16","https://www.indeed.com/viewjob?jk=5539311333824384","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Home Care Nurse","Trinity Health","Danbury, CT","home_health",34190,42647,"per-diem",92,"2025-06-18","https://www.glassdoor.com/job-listing/home-care-nurse-trinity-health-JV_IC3721784.htm","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Home Care Nurse","Trinity Health","Norwalk, CT","home_health",37041,44260,"contract",84,"2025-06-23","https://www.ziprecruiter.com/c/Trinity-Health/Jobs/172761","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Live-in Caregiver","Middlesex Hospital","Hartford, CT","home_health",36357,42062,"full-time",92,"2025-06-17","https://www.indeed.com/viewjob?jk=4213274660524040","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Companion Caregiver","Stamford Hospital","New Britain, CT","home_health",35950,45600,"contract",89,"2025-06-09","https://careers.stamfordhospital.org/job/985659","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Home Care Nurse","Charlotte Hungerford Hospital","Yonkers, NY","home_health",32972,41940,"contract",96,"2025-06-11","https://jobs.charlottehungerfordhospital.com/apply/66628","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Private Duty Nurse","Hartford Hospital","Stamford, CT","home_health",37061,42728,"per-diem",81,"2025-06-21","https://www.glassdoor.com/job-listing/private-duty-nurse-hartford-hospital-JV_IC5282150.htm","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Private Duty Nurse","Yale New Haven Hospital","Meriden, CT","home_health",38383,46985,"contract",82,"2025-06-14","https://www.indeed.com/viewjob?jk=4222534278739994","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Respite Care Provider","Hospital of Central Connecticut","Fairfield, CT","home_health",34281,40858,"full-time",82,"2025-06-21","https://www.indeed.com/viewjob?jk=7298992927879426","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Hospice Aide","Bridgeport Hospital","Norwalk, CT","home_health",33866,42689,"contract",78,"2025-06-16","https://careers.bridgeporthospital.org/job/752755","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Home Health Aide","Griffin Hospital","White Plains, NY","home_health",35964,42495,"full-time",92,"2025-06-19","https://www.glassdoor.com/job-listing/home-health-aide-griffin-hospital-JV_IC1981438.htm","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
"Companion Caregiver","Charlotte Hungerford Hospital","Springfield, MA","home_health",33246,47306,"per-diem",85,"2025-06-22","https://www.glassdoor.com/job-listing/companion-caregiver-charlotte-hungerford-hospital-JV_IC4206196.htm","• Valid Connecticut Home Health Aide certification | • Reliable transportation and valid driver's license | • Compassionate and patient-focused attitude | • Previous home care experience preferred | • Ability to work independently"
